% This file is created by the Prizma 1.0.
% Prizma is a Turkish Text Classification Environment for Weka 
% and developed by Harun Reşit Zafer with Fatih Universtiy Natural Language Processing Group.
% http://nlp.ceng.fatih.edu.tr/blog/
% hrzafer@fatih.edu.tr
% www.hrzafer.com

@relation dataset

@attribute LengthOfTitle numeric
@attribute NumberCount numeric
@attribute PunctuationColonRatio numeric
@attribute PunctuationCommaRatio numeric
@attribute PunctuationCountOfTitle numeric
@attribute PunctuationDashRatio numeric
@attribute PunctuationDoubleQuoteRatio numeric
@attribute PunctuationEllipsisRatio numeric
@attribute PunctuationExclamationRatio numeric
@attribute PunctuationQuestionMarkRatio numeric
@attribute PunctuationRatio numeric
@attribute PunctuationSemicolonRatio numeric
@attribute StopwordRatio numeric
@attribute WhyCount numeric
@attribute WordCountOfTitle numeric
@attribute WordLengthAverage numeric
@attribute WordLengthVariance numeric
@attribute class {1,0}

% The first 13,224 instances (%66) is used for training
% and the rest 6,812 instances (%34) is used as test data.
% Total instance count is 20,036
% In Weka (to get correct results), select "percentage split %66" and "preserve order for % split" options

@data
78,0,0.333,0,3,0,0,0,0,0,0.05,0,0.1,0,10,6.60,5,1
35,0,0,0,1,0,0,0,0,0,0.03,0,0,0,5,7.75,10,1
29,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,3,9.00,13,1
23,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,3,7.00,4,1
59,0,0,0,2,0,0,0,0,0,0.04,0,0,0,10,6.25,3,1
45,0,0,0,1,0,0,0,0,0,0.03,0,0,0,7,6.50,2,1
31,0,0,0,1,0,0,0,0,0,0.04,0,0,0,5,6.75,12,1
58,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.22,0,9,5.56,6,1
51,0,0,1,1,0,0,0,0,0,0.02,0,0,0,7,6.29,4,1
77,0,0,0,3,0,0,0,0,1,0.05,0,0.3,0,10,6.50,7,1
40,0,0,0,1,0,0,0,0,0,0.03,0,0,0,6,7.00,7,1
32,0,0,0,1,0,0,0,0,0,0.04,0,0,0,5,7.00,2,1
39,1,0,0,2,0,0,0,0,0,0.06,0,0,0,8,6.20,10,1
47,0,0,0,3,0,0,0,0,0.333,0.08,0,0.25,0,8,4.63,3,1
47,1,0,0,1,0,0,0,0,0,0.03,0,0.14,0,8,6.50,13,1
51,0,0,0.5,2,0,0,0,0,0,0.05,0,0.17,0,6,7.33,7,1
49,2,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,8,6.50,4,1
48,0,0,0,1,0,0,0,0,0,0.02,0,0,0,8,5.86,1,1
56,0,0,1,1,0,0,0,0,0,0.02,0,0,0,7,7.00,5,1
36,2,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,6,6.25,5,1
110,2,0.167,0,6,0,0,0,0.167,0.167,0.07,0,0.19,0,18,5.67,7,1
42,0,0,0,1,0,0,0,1,0,0.03,0,0.17,0,6,6.00,11,1
33,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,5,5.80,3,1
32,0,0,0,1,1,0,0,0,0,0.04,0,0,0,5,5.40,3,1
35,0,0,0,2,0,0,0,0,0,0.07,0,0,0,6,7.50,11,1
43,0,1,0,1,0,0,0,0,0,0.03,0,0.17,0,6,6.17,5,1
55,0,0,0,1,0,0,0,0,0,0.02,0,0.33,0,10,5.11,6,1
60,1,0,0,2,0,0,0,0.5,0.5,0.04,0,0.33,0,12,4.09,2,1
75,1,0,0,2,0,0,0,0,1,0.03,0,0.17,0,12,5.27,7,1
67,0,0.5,0,2,0,0,0,0,0,0.04,0,0,0,10,6.33,3,1
51,0,0,0,1,0,0,0,1,0,0.02,0,0,0,6,7.50,19,1
35,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,5,6.20,1,1
64,1,0,0,2,0,0,0,0,0.5,0.04,0,0.4,0,10,5.67,12,1
42,0,0,1,1,0,0,0,0,0,0.03,0,0,0,5,7.40,8,1
83,0,0,1,1,0,0,0,0,0,0.01,0,0,0,9,8.22,6,1
66,0,0,0,4,0,0,0.5,0.25,0,0.07,0,0.14,0,7,8.00,17,1
61,0,0,0,1,0,0,0,0,0,0.02,0,0.11,0,10,5.78,10,1
32,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,4,7.25,8,1
107,1,0,0,2,0,0,0,0.5,0.5,0.02,0,0.29,0,17,5.44,6,1
46,0,0,0,2,0,0,0,0,0.5,0.05,0,0,0,7,6.50,6,1
43,0,0.5,0,2,0,0,0,0,0,0.06,0,0.17,0,7,6.00,8,1
44,0,0,0,4,0,0,0.5,0.25,0,0.11,0,0,0,5,7.20,3,1
36,0,0,0,1,0,0,0,0,0,0.03,0,0,0,5,8.00,5,1
34,1,0,0,1,0,0,0,1,0,0.04,0,0,0,6,5.20,3,1
20,0,0,0,5,0,0,0.333,0,0,0.38,0,0.33,0,3,4.33,4,1
30,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.2,0,5,5.20,7,1
60,1,0,0,4,0,0,0.5,0.25,0,0.09,0,0.3,0,10,5.00,6,1
40,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.17,0,6,5.83,8,1
90,1,0,0,1,0,0,0,1,0,0.01,0,0.15,0,13,6.25,7,1
67,0,0.333,0,3,0.333,0,0,0,0.333,0.05,0,0.12,0,9,7.00,5,1
49,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,7,6.14,10,1
34,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,4,7.75,4,1
85,2,0,0.333,3,0,0,0,0.333,0.333,0.04,0,0.2,0,15,4.77,3,1
23,0,0,0,3,0,0,0,0.333,0,0.17,0,0,0,5,6.00,4,1
89,1,0.333,0,3,0,0,0,0.333,0,0.04,0,0.08,0,14,6.00,3,1
69,1,0,0,2,0,0,0,1,0,0.04,0,0.08,0,12,5.00,6,1
67,0,0,0,4,0,0,0.5,0.25,0,0.07,0,0,0,10,5.40,5,1
50,0,0,0,1,0,0,0,1,0,0.02,0,0,0,8,5.25,3,1
34,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.4,0,5,6.00,9,1
77,0,0,0,1,0,0,0,0,0,0.02,0,0.09,0,12,6.00,9,1
50,1,0,0,1,1,0,0,0,0,0.02,0,0.14,0,7,7.00,15,1
79,1,0.333,0,3,0,0,0,0,0,0.05,0,0,0,13,6.50,5,1
44,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,6,6.50,9,1
80,2,0,0.5,2,0,0,0,0,0,0.03,0,0.08,0,14,5.91,10,1
18,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,3,5.33,2,1
20,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.33,0,3,6.00,13,1
27,0,0,0,2,0,0,0,0.5,0,0.09,0,0,0,4,7.67,9,1
97,0,0,0,6,0,0,0.25,0.333,0,0.08,0,0.21,0,15,5.57,9,1
22,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,3,6.67,2,1
32,0,0,0,1,0,0,0,0,0,0.04,0,0,0,5,7.00,5,1
109,0,0.125,0,8,0,0,0.167,0,0,0.09,0,0.08,0,15,6.85,8,1
38,1,0.5,0,2,0,0,0,0,0,0.06,0,0.17,0,7,6.00,5,1
31,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,4,7.00,2,1
43,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.17,0,6,6.33,8,1
17,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,2,8.00,2,1
58,0,0,0,1,0,0,0,1,0,0.02,0,0.12,0,8,6.25,6,1
58,1,0,0.25,4,0,0,0,0.25,0,0.09,0,0,0,10,6.43,1,1
24,2,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.2,0,5,4.67,0,1
46,0,0.333,0,3,0,0,0,0.333,0,0.08,0,0.29,0,8,5.29,10,1
28,1,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,5,5.50,1,1
71,1,0,0,3,0,0,0,0,0.333,0.05,0,0,0,12,5.00,2,1
23,0,0,0,3,0,0,0,0.333,0,0.16,0,0,0,3,9.50,13,1
33,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.4,1,5,5.80,5,1
39,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,6,5.67,4,1
103,2,0,0,4,0,0,0,0.25,0.25,0.05,0,0.12,0,16,5.71,7,1
30,1,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,6,4.80,1,1
50,1,0,0,1,0,0,0,0,0,0.02,0,0.14,0,8,7.00,6,1
38,0,0.25,0,4,0,0,0.5,0,0,0.13,0,0,0,4,7.75,33,1
22,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,3,6.67,22,1
40,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.17,0,6,5.83,7,1
60,0,0.5,0,2,0.5,0,0,0,0,0.04,0,0,0,6,8.83,25,1
46,0,0,0,4,0,0,0.5,0,0.25,0.12,0,0.56,0,9,3.78,2,1
51,0,0,0,1,0,0,0,0,0,0.02,0,0,0,7,7.50,8,1
68,0,0.333,0,3,0,0,0,0,0,0.05,0,0.11,0,9,6.33,5,1
83,0,0.25,0.25,4,0,0,0,0,0,0.06,0,0.09,0,11,6.27,4,1
35,0,0,0,2,0,0,0,0,0,0.07,0,0,0,6,7.50,2,1
74,0,0,0.25,4,0,0,0,0,0,0.06,0,0,0,9,7.88,4,1
26,1,0,0,1,0,0,0,0,0,0.05,0,0,0,7,3.40,1,1
68,0,0,0.333,3,0,0,0,0.333,0,0.05,0,0.3,0,11,5.60,5,1
36,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,3,11.33,5,1
66,2,1,0,1,0,0,0,0,0,0.02,0,0.11,0,9,7.43,16,1
93,2,0,0,3,0,0,0,0.333,0.667,0.04,0,0.07,0,14,6.00,7,1
47,0,0,0,5,0,0,0.333,0,0.2,0.14,0,0,0,7,6.17,1,1
66,0,0,0,4,0,0,0.5,0,0,0.07,0,0.14,0,8,8.00,19,1
36,0,0,0,1,0,0,0,0,1,0.03,0,0.2,0,5,6.20,18,1
55,0,0,0,2,0,0,0,0,0,0.04,0,0,0,10,5.75,3,1
24,0,0,0.333,3,0,0,0,0,0.333,0.17,0,0.75,0,5,4.50,3,1
56,1,0,0,1,0,0,0,0,1,0.02,0,0.12,0,8,6.29,6,1
31,2,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,7,4.20,3,1
43,0,0,0,2,0,0,0,0.5,0,0.06,0,0,0,7,6.00,3,1
61,1,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,7,8.83,13,1
75,2,0,0,4,0,0,0,0.25,0.5,0.07,0,0.08,0,13,5.09,4,1
62,0,0,0,2,0,0,0,1,0,0.04,0,0,0,7,7.71,15,1
51,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,6,7.67,6,1
100,1,0,0,2,0,0,0,0,1,0.02,0,0.13,0,15,5.71,5,1
55,0,0,0,2,0,0,0,0,0.5,0.04,0,0.14,0,8,6.71,2,1
28,1,0,0,1,0,0,0,0,0,0.04,0,0,0,6,5.25,4,1
58,0,0,0,2,0,0,0,0,0,0.04,0,0,0,10,6.13,1,1
100,1,0,0,3,0,0,0,0,1,0.04,0,0.33,0,15,5.64,8,1
21,0,0,0,2,0,0,0,0.5,0,0.11,0,0,0,3,9.00,8,1
52,0,0,0,5,0,0,0.333,0.2,0,0.12,0,0.17,0,7,7.00,13,1
15,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,2,7.00,0,1
51,0,1,0,1,0,0,0,0,0,0.02,0,0.12,0,8,5.38,3,1
25,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,4,5.50,6,1
64,1,0,0,2,0,0,0,0.5,0,0.04,0,0,0,9,7.57,8,1
24,0,0,0,3,0,0,0,0,0,0.16,0,0,0,4,6.33,0,1
46,0,0,0,1,0,0,0,0,0,0.03,0,0.17,0,7,6.67,8,1
86,0,0,0.25,4,0,0,0,0.25,0,0.06,0,0.08,0,12,5.92,7,1
46,0,0,0,1,0,0,0,0,0,0.03,0,0,0,7,6.67,5,1
62,0,0,0,2,0,0,0,0.5,0,0.04,0,0.12,0,9,6.63,11,1
27,0,0,0,1,0,0,0,0,0,0.04,0,0,0,4,8.00,28,1
92,0,0.333,0,3,0,0,0,0,0.667,0.04,0,0.15,0,13,5.92,6,1
60,0,0,0,5,0,0,0.333,0.2,0,0.1,0,0,0,8,7.00,3,1
33,0,0,0,1,0,0,0,1,0,0.04,0,0,0,5,5.60,10,1
25,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.2,0,5,4.20,7,1
20,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,3,6.00,7,1
43,0,0,0,1,0,0,0,0,0,0.03,0,0,0,6,7.60,15,1
38,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.4,0,5,6.80,12,1
60,0,0,0,1,0,0,0,0,0,0.02,0,0,0,8,7.57,20,1
45,0,0,0,4,0,0,0.5,0.25,0,0.11,0,0,0,6,6.00,3,1
64,0,0,0,3,0,0,0,0.333,0,0.05,0,0.14,0,9,7.86,10,1
43,0,0,0,1,1,0,0,0,0,0.03,0,0,0,5,7.60,23,1
54,0,1,0,1,0,0,0,0,0,0.02,0,0.14,0,7,6.71,10,1
37,2,0.333,0,3,0.333,0,0,0,0,0.1,0,0,0,5,9.67,6,1
101,0,0,0,4,0.5,0,0,0,0.25,0.05,0,0.09,0,11,8.00,2,1
37,0,0,0,1,0,0,0,0,0,0.03,0,0.17,0,7,5.17,4,1
22,0,0,0,2,0,0,0,0,0,0.11,0,0,0,5,6.00,3,1
31,0,1,0,1,0,0,0,0,0,0.04,0,0.2,0,5,5.20,2,1
23,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,4,5.00,1,1
77,1,0,0.25,4,0,0,0,0.25,0,0.06,0,0.1,0,11,6.78,2,1
37,0,0,0,1,0,0,0,0,0,0.03,0,0,0,7,5.17,3,1
16,0,0,0,1,0,0,0,1,0,0.07,0,0,0,2,7.00,2,1
48,0,0,0.5,2,0,0,0,0.5,0,0.05,0,0,0,7,5.71,2,1
47,0,0,0,3,0,0,0,0.333,0,0.08,0,0,0,9,5.43,3,1
47,0,0.333,0,3,0,0,0,0.333,0,0.08,0,0,0,7,6.50,4,1
39,0,0,0,2,0,0,0,0,0.5,0.06,0,0,0,6,6.60,6,1
66,0,0,0,2,0,0,0,0.5,0,0.04,0,0.22,0,10,6.22,8,1
39,0,0,0,1,0,0,0,0,0,0.03,0,0,0,6,6.80,9,1
16,0,0,0,1,0,0,0,0,1,0.07,0,0.5,0,2,7.00,8,1
43,0,0,0,4,0,0,0.5,0,0.25,0.12,0,0.5,0,6,5.67,4,1
41,0,0.333,0,3,0,0,0,0,0,0.09,0,0.17,0,6,5.50,3,1
66,0,0.333,0,3,0,0,0,0,0,0.05,0,0,0,10,7.00,5,1
106,3,0.333,0,3,0.333,0,0,0,0.333,0.03,0,0.06,0,17,5.92,4,1
74,0,0,1,1,0,0,0,0,0,0.02,0,0.08,0,12,5.17,3,1
34,0,0,0,1,0,0,0,0,0,0.03,0,0,0,5,7.50,0,1
27,0,0,0,1,0,0,0,0,0,0.04,0,0,0,5,5.75,2,1
43,0,0.167,0,6,0,0,0.25,0,0,0.18,0,0,0,5,6.60,8,1
37,0,0,0,1,0,0,0,1,0,0.03,0,0,0,5,6.40,5,1
37,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.2,0,5,6.60,9,1
59,0,0,0,3,0,0,1,0,0,0.06,0,0,0,6,8.50,4,1
40,0,1,0,1,0,0,0,0,0,0.03,0,0.17,0,6,5.67,6,1
60,0,0,0,2,0,0,0,0.5,0,0.04,0,0,0,11,4.90,3,1
30,0,0,0,5,0,0,0.333,0,0,0.22,0,0,0,3,7.67,1,1
26,0,0,0,3,0,0.667,0,0,0.333,0.14,0,0,0,3,7.00,7,1
29,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.2,0,5,5.00,3,1
15,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,2,7.00,8,1
44,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.29,0,7,5.43,4,1
33,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,3,10.33,5,1
41,1,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.14,0,7,5.50,3,1
63,0,0,0,3,0,0,0,0,0,0.06,0,0,0,9,6.63,11,1
50,0,0,0,1,0,0,0,0,0,0.02,0,0,0,6,9.00,7,1
100,0,0,0,3,0,0,0,0.333,0.667,0.04,0,0.07,0,15,5.53,1,1
68,1,0,0,1,0,0,0,0,1,0.02,0,0.12,0,8,8.43,14,1
33,0,0,0,2,0,0,0,0,0,0.07,0,0.25,0,4,7.00,14,1
57,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,6,8.67,6,1
28,0,0,0,2,0,0,0,0,0,0.08,0,0,0,3,8.00,1,1
33,0,0,0,1,0,0,0,0,0,0.03,0,0,0,5,7.25,15,1
62,0,0,0,1,0,0,0,1,0,0.02,0,0.25,0,8,6.75,9,1
42,0,1,0,1,0,0,0,0,0,0.03,0,0,0,6,6.00,2,1
58,1,0,0,5,0,0,0.333,0.2,0,0.11,0,0,0,8,7.50,12,1
42,0,0,0,1,0,0,0,0,0,0.03,0,0,0,5,9.50,34,1
42,0,0,0,1,0,0,0,0,0,0.03,0,0,0,6,7.40,9,1
27,0,0,0,2,0,0,0,0,0,0.09,0,0,0,3,8.33,2,1
31,0,0,0,1,0,0,0,0,1,0.04,0,0,0,4,6.75,11,1
17,0,0,0,3,0,0,1,0,0,0.23,0,0,0,2,6.50,5,1
93,1,0,0.25,4,0,0,0,0.25,0.5,0.05,0,0.21,0,14,5.54,3,1
56,0,0,0,2,0,0,0,0,0,0.04,0,0,0,9,6.86,7,1
99,0,0,0,4,0.25,0,0,0,0.25,0.05,0,0.08,0,15,6.75,13,1
48,0,0,0,1,0,0,0,0,1,0.03,0,0.5,0,8,5.00,3,1
46,0,0.25,0,4,0,0,0,0.25,0,0.11,0,0,0,8,6.17,3,1
71,0,0,0,3,0.333,0,0,0.333,0.333,0.05,0,0.11,0,10,6.56,13,1
50,0,0,0,1,0,0,0,0,0,0.02,0,0,0,7,7.33,7,1
29,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,3,9.00,37,1
48,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,7,6.00,4,1
85,1,0,0,3,0,0,0,0.333,0,0.04,0,0.1,0,11,7.89,8,1
55,0,0,0.5,2,0,0,0,0,0,0.04,0,0.14,0,8,6.71,10,1
41,0,0,0,1,0,0,0,0,0,0.03,0,0,0,6,7.20,3,1
54,0,0,0,3,0,0,0,0.333,0.333,0.07,0,0.22,0,10,4.78,2,1
39,0,0,0,3,0,0,1,0,0,0.09,0,0.2,0,5,6.40,9,1
25,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.25,0,4,5.50,3,1
67,0,0,0,1,0,0,0,0,1,0.02,0,0.11,0,9,6.44,2,1
75,2,0,0,1,0,0,0,0,1,0.02,0,0.17,0,12,5.80,7,1
43,0,0,0,1,0,0,0,0,0,0.03,0,0,0,6,7.60,4,1
59,0,0,1,1,0,0,0,0,0,0.02,0,0.29,0,7,7.43,10,1
39,0,0,0,1,0,0,0,0,0,0.03,0,0,0,5,8.75,19,1
50,0,0,0,1,0,0,0,0,0,0.02,0,0,0,8,6.14,10,1
39,0,0,0,1,0,0,0,1,0,0.03,0,0,0,5,6.80,4,1
109,1,0.333,0,3,0,0,0,0,0.667,0.03,0,0.12,0,16,5.80,4,1
31,0,0,0,1,0,0,0,0,1,0.04,0,0,0,4,6.75,7,1
65,0,1,0,1,0,0,0,0,0,0.02,0,0,0,8,7.13,13,1
68,0,0,0,2,0,0,0,0.5,0,0.03,0,0,0,10,6.44,3,1
44,0,0,0,5,0,0,0.333,0.2,0,0.14,0,0,0,6,7.00,6,1
28,0,0,0,1,0,0,0,1,0,0.04,0,0.25,0,4,6.00,6,1
53,1,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,7,7.50,4,1
31,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,5,5.40,1,1
71,2,0,0,4,0,0,0.5,0.25,0,0.07,0,0,0,10,6.63,6,1
56,1,1,0,1,0,0,0,0,0,0.02,0,0.11,0,9,5.75,3,1
11,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,2,5.00,0,1
25,0,0,0,1,0,0,0,0,1,0.05,0,0.33,1,3,7.33,16,1
27,0,0,0,2,0,0,0,0,0.5,0.09,0,0.5,0,5,5.50,9,1
96,0,0.333,0,3,0.667,0,0,0,0,0.04,0,0.2,0,17,5.13,4,1
58,0,0,0,1,0,0,0,0,0,0.02,0,0,0,8,7.29,3,1
103,0,0.143,0,7,0,0,0.2,0,0,0.08,0,0.17,0,13,7.08,5,1
51,0,0,0.5,2,0,0,0,0,0,0.05,0,0.12,0,9,5.25,3,1
35,0,0,0.5,2,0,0,0,0,0.5,0.07,0,0.2,0,5,5.80,3,1
49,0,0,0,5,0,0,0.333,0,0,0.13,0,0.14,0,9,5.43,2,1
51,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,6,7.67,10,1
70,0,0.2,0,5,0,0,0,0.2,0,0.09,0,0,0,9,7.25,9,1
37,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.17,0,6,5.33,3,1
49,1,0,0.5,2,0,0,0,0.5,0,0.05,0,0,0,7,6.50,11,1
40,0,0,0,2,0.5,0,0,0,0,0.06,0,0,0,7,6.20,11,1
32,0,0,0,1,0,0,0,0,0,0.04,0,0,0,5,7.00,3,1
35,1,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,5,6.75,4,1
33,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,4,7.50,22,1
29,0,0,0,1,0,0,0,0,0,0.04,0,0,0,4,8.67,8,1
56,0,0.25,0,4,0,0,0.5,0,0,0.09,0,0.29,0,7,6.57,14,1
33,0,0,0,1,0,0,0,0,0,0.03,0,0,0,4,10.00,0,1
44,1,0,0,5,0,0,0.333,0.2,0,0.15,0,0,0,8,5.17,4,1
66,0,0,0,1,0,0,0,1,0,0.02,0,0.12,0,8,7.25,7,1
79,0,0,0,3,0,0,0,1,0,0.05,0,0,0,11,6.00,7,1
88,2,0,0,3,0,0,0,0.333,0,0.04,0,0.17,0,14,5.83,6,1
75,0,0,0,1,0,0,0,0,0,0.01,0,0,0,8,9.71,17,1
37,0,0,0,1,0,0,0,1,0,0.03,0,0,0,5,6.40,2,1
70,0,1,0,1,0,0,0,0,0,0.02,0,0,0,8,7.75,8,1
29,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,4,6.50,4,1
33,0,0,0,1,0,0,0,1,0,0.03,0,0,0,4,7.25,12,1
59,0,0.5,0,2,0,0,0,0.5,0,0.04,0,0.12,0,8,6.25,5,1
80,3,0,0,4,0,0,0.5,0,0,0.06,0,0.08,0,13,5.89,7,1
49,0,0,0,3,0,0,1,0,0,0.07,0,0,0,5,8.40,9,1
65,0,0,0,4,0,0,0.5,0.25,0,0.07,0,0.25,0,8,6.75,9,1
19,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,2,9.00,2,1
49,0,0,1,1,0,0,0,0,0,0.02,0,0,0,6,7.17,8,1
47,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.14,0,7,5.86,6,1
74,0,0,0,2,0,0,0,0.5,0.5,0.03,0,0.11,0,9,7.11,5,1
37,1,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,6,6.20,5,1
55,0,0.333,0,3,0,0,0,0,0,0.07,0,0.12,0,9,5.75,11,1
40,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,6,5.50,6,1
58,0,0,0,5,0,0,0.333,0.2,0,0.1,0,0,0,7,8.00,9,1
41,1,0,0,1,0,0,0,1,0,0.03,0,0.25,0,8,4.57,4,1
45,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,6,6.67,1,1
34,0,0,0,1,0,0,0,0,0,0.03,0,0,0,6,5.80,3,1
53,0,0,0,1,0,0,0,0,1,0.02,0,0.62,0,8,5.63,7,1
78,0,0,0,2,0,0,0,0.5,0,0.03,0,0,0,12,6.00,6,1
43,0,0,0,2,0,0,0,0,0,0.05,0,0,0,7,7.40,3,1
64,1,0.5,0,2,0,0,0,0,0,0.04,0,0,0,9,7.57,13,1
22,0,0,0,1,0,0,0,1,0,0.06,0,0.5,0,4,4.50,2,1
30,1,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0.2,0,5,6.25,16,1
64,0,0.5,0,2,0,0,0,0,0,0.04,0,0.2,0,11,4.90,4,1
76,0,0,0,2,0,0,0,0,0,0.03,0,0,0,10,7.33,7,1
73,0,0,0,1,0,0,0,1,0,0.02,0,0,0,10,6.30,2,1
74,1,0,0,2,0.5,0,0,0,0.5,0.03,0,0,0,11,6.44,3,1
50,0,0.333,0,3,0,0,0,0.333,0,0.07,0,0.43,0,8,5.86,16,1
45,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,6,6.67,4,1
52,0,0,0,3,0,0,1,0,0,0.07,0,0,0,7,6.14,3,1
121,0,0.111,0,9,0,0.222,0.143,0,0,0.09,0,0.19,0,18,6.06,6,1
58,0,0,0,3,0,0,0,0.333,0,0.06,0,0,0,9,7.00,2,1
51,0,0,0.333,3,0.333,0,0,0,0,0.07,0,0.14,0,8,6.00,11,1
69,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0,8,7.75,7,1
52,0,0.5,0,2,0,0,0,0,0,0.04,0,0,0,7,7.50,2,1
31,0,0,0,1,0,0,0,1,0,0.04,0,0,0,5,5.20,5,1
71,0,1,0,1,0,0,0,0,0,0.02,0,0.11,0,9,6.89,12,1
67,0,0,0,2,0,0,0,0.5,0,0.03,0,0,0,9,7.25,4,1
54,0,0,0.25,4,0,0,0,0,0,0.09,0.25,0,0,7,6.29,4,1
55,0,1,0,1,0,0,0,0,0,0.02,0,0.14,0,7,6.86,13,1
37,0,0,0,2,0,0,0,0.5,0,0.06,0,0,0,5,8.00,9,1
96,0,0,0,5,0,0,0,0,0.4,0.06,0,0.31,0,14,6.08,8,1
37,0,0.25,0,4,0,0,0,0.25,0,0.14,0,0.2,0,7,5.80,7,1
58,0,0,0,1,0,0,0,1,0,0.02,0,0,0,7,7.29,11,1
